Course Name,Type_of_Program,Description,Goals,Location,Date Range,Duration,Start Date,End Date,Age Group,Questions,Answers,links
المراقبة السيبرانية للمبتدئين ,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", المعرفة العامة عن بيئة العمل والمراقبة السيبرانية., التعرف على تقنية SIEM., الهيكلة التنظيمية لإدارة الأمن السيبراني., الشبكات والأجهزة الأمنية.",الرياض,يوم واحد,07:00 م - 08:00 م,2024-01-24,2024-01-24,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/Ba2lyQ64/view
البنية المؤسسية في المنظمات: ممارسات وتطبيقات,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", التعرف على ما هي البنية المؤسسية, التعرف على أهداف البنية المؤسسية والغرض منها, التعرف على الخدمات المقدمة من قبل مكتب البنية المؤسسية, التعرف على كيفية تأسيس مكتب البنية المؤسسية والتقاطعات مع الأُطر والإدارات الأخرى",الرياض,يوم واحد,07:00 م - 08:00 م,2024-01-24,2024-01-24,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/kXA76Qb6/view
تحليل الثغرات والهندسة العكسية,معسكر,يهدف المعسكر إلى تمكين حديثي التخرج بمختلف مهارات مجالات الأمن السيبراني وتأهيلهم لسوق العمل، بالإضافة إلى اكتساب المهارات اللازمة في مجالات تحليل الثغرات والهندسة العكسية.,", تأهيل باحثين أمنيين مدربين بمهارة عالية للعثور على الثغرات وتطوير الأبحاث الأمنية على مستوى عالمي., بناء المهارات الأساسية لمجتمع الباحثين الأمنيين في المملكة., تطوير المتدربين بأهم المهارات والقدرات اللازمة بمجالات الأمن السيبراني.",الرياض,18 أسابيع,09:00 ص - 03:00 م,2024-01-28,2024-05-30,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/MZjpEBz0/view
تطوير تطبيقات الجوال والويب باستخدام Flutter,معسكر,يهدف المعسكر التدريبي لاكتساب المعرفة والمهارات اللازمة لتطوير تطبيقات الجوال باستخدام لغة برمجة Dart وإطار العمل Flutter، كما يغطي مجموعة شاملة من المواضيع الحديثة والملهمة التي تساهم في بناء تطبيقات متطورة وجذابة وفعالة في العمل. ,", اكتساب المعرفة والمهارات: يهدف البرنامج إلى تزويد المشاركين بالمعرفة اللازمة حول لغة Dart وإطار عمل Flutter والأدوات المرافقة، وتمكينهم من اكتساب المهارات اللازمة لبناء تطبيقات الجوال الحديثة. , تطبيق المفاهيم العملية: يقوم المتدربون بتطبيق المفاهيم والمهارات المكتسبة من خلال مشاريع تطبيقات عملية وتحديات يومية، مما يساعد في تحسين الفهم العملي وتعزيز القدرة على حل المشكلات. , تطوير تطبيقات متكاملة: يعلّم المعسكر المشاركين كيفية تطوير تطبيقات جوال متكاملة وشاملة، تتضمن النظام الأساسي، التواصل مع قواعد البيانات، وإدارة الحالة. , تقبل التحديات التقنية والتعامل معها: يُمكِّن المشاركون من التعرُّف على التحديات الشائعة التي قد يواجهونها أثناء تطوير التطبيقات، وتزويدهم بالمهارات للتعامل مع هذه التحديات بفعالية.",الرياض,13 أسابيع,10:00 ص - 03:00 م,2024-01-28,2024-04-25,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/eq3WNEBj/view
تطوير تطبيقات iOS,معسكر,يهدف المعسكر إلى التعرف على المفاهيم الأساسية في Swift و SwiftUI و UIKit وكيفية إنشاء تطبيقات مبتكرة وسهلة الاستخدام عن طريق Xcode.,", فهم عميق للغة برمجة Swift. , بناء واجهات مستخدم باستخدام SwiftUI., بناء واجهات مستخدم باستخدام UIKit., برمجة أربعة مشاريع متميزة تعرض مهاراتهم المكتسبة حديثًا وإبداعهم وقدرتهم على إنشاء تطبيقات iOS عملية ومصقولة.",الرياض,13 أسابيع,10:00 ص - 03:00 م,2024-01-28,2024-04-25,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/bz2ZWRkL/view
صناعة المحتوى الرقمي,برنامج,برنامج تدريبي يستهدف المهتمين بتعلم أساسيات وفنون صناعة المحتوى الرقمي عن طريق شرح وتطبيق عدد من الأساسيات والركائز والتقنيات وذلك لاكتساب خبرة معرفية وعملية في مجال صناعة المحتوى الرقمي.,", التعرف على مفهوم صناعة المحتوى الرقمي, التعرف على أسس تخطيط استراتيجية المحتوى الرقمي, التعرف على أسس تخطيط شخصية مستهلك المحتوى, التعرف على مراحل وركائز صناعة المحتوى الرقمي, التعرف على كيفية استخدام مصادر المحتوى, التعرف على أفضل الممارسات في صناعة المحتوى الرقمي",عن بعد,أسبوع واحد,06:00 م - 08:00 م,2024-01-28,2024-02-01,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/rV5qbmDd/view
حوكمة ومخاطر والتزام الأمن السيبراني,برنامج,يهدف البرنامج إلى تمكين المتدرب من فهم قواعد وأسس وعناصر الأمن السيبراني، كما يهدف للتعرف على كيفية تطبيق حوكمة الأمن السيبراني وإدارة مخاطر الأمن السيبراني والجهة المشرعة له في المملكة العربية السعودية وكيفية الالتزام بالضوابط والتشريعات الصادرة منها.,",  التعرف على علم الأمن السيبراني., التعرف على المصطلحات والمفاهيم الأساسية للأمن السيبراني., التعرف على أهمية حوكمة الأمن السيبراني وكيفية بنائها., التعرف على كيفية بناء مخاطر الأمن السيبراني وطرق التحكم بها وعلاجها., التعرف على الهيئة الوطنية للأمن السيبراني وضوابطها وتشريعاتها وكيفية الالتزام بها., التعرف على كيفية الاستمرارية على الأعمال والاستجابة للحوادث السيبرانية.",الرياض,أسبوع واحد,07:00 م - 09:00 م,2024-01-28,2024-02-01,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/XRJwQnK2/view
استراتيجيات التحول الرقمي في القطاع الحكومي,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", مقدمة في التحول الرقمي, أبرز المفاهيم حول مجالات التحول الرقمي, إطار التحول الرقمي , معوّقات تحقيق التحول الرقمي, التحول الرقمي في المملكة العربية السعودية",الرياض,يوم واحد,07:00 م - 08:00 م,2024-01-31,2024-01-31,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/v1AmlQjw/view
تطوير مواقع الويب باستخدام لغة Python,معسكر,يهدف البرنامج إلى تعلم طرق البرمجة والتفكير كمبرمج في مقاربة حل المشاكل خلال تطوير المشاريع المختلفة من الفكرة حتى تنظيم المشروع وخطوات تطورها، والتعرف على كيفية عمل الإنترنت وتطوير المواقع باستخدام إطار عمل الـ Django؛ بحيث يصبح المتدرب قادراً على استخدام لغة البايثون بثقة عالية، والبدء في بناء مشاريع تخدم الفرد والمجتمع.,", تعلم استخدام واجهات الأوامر النصية CLI, تعلم كيفية استخدام الـ GIT, تعلم أساسيات لغة البايثون, كيفية مقاربة بناء المشاريع, التعرف على كيفية عمل الإنترنت, بناء الواجهات باستخدام HTML وتنسيقها باستخدام CSS, بناء المواقع باستخدام إطار عمل Django, التعامل مع قواعد البيانات والـ ORM, التعرف على المستخدمين (تسجيل، تسجيل دخول), إعطاء التصاريح والأذونات, استخدام مكتبات إضافية لإضافة مزايا للموقع",الرياض,13 أسابيع,10:00 ص - 03:00 م,2024-02-04,2024-05-02,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/aE7xwOLe/view
اختبار الاختراق الاحترافية eCPP Tv 2,برنامج,يهدف البرنامج إلى التعرف على كيفية اختبار الاختراق الأخلاقي المهني المتقدم eCPPTv2، والذي يُقَدَّم من خلال elearnsecurity، وهو اختبار عملي يؤهل المهتمين بمجال اختبار الاختراق الأخلاقي بالتقدم بمستويات أعلى في مجال اختبار الشبكات ورفع مهاراتهم التقنية في عدة جوانب مثل أنظمة التشغيل و والاستغلال اليدوي للثغرات والكثير من الجوانب التقنية الأخرى.,", يأهل البرنامج المتدرب إلى الحصول على المهارات في المجالات التالية:, اختراق أنظمة لينكس وويندوز, جمع المعلومات عن الضحية, فحص الشبكات بطرق متقدمة, تقييم الثغرات في الشبكات, تقييم الثغرات في مواقع الويب, اختراق ثغرات الويب, اختراق متقدم باستخدام Metasploit, تطوير أدوات استغلال الثغرات",الرياض,أسبوعان,05:00 م - 08:00 م,2024-02-04,2024-02-15,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/GmowzA4p/view
 Security + أمن المعلومات ,برنامج,يهدف البرنامج إلى التعريف بالوحدات الأساسية المتعلقة بأمن المعلومات، والإلمام بالتحديات والتهديدات السيبرانية والأساليب المتقدمة لحماية خصوصية المعلومات، بالإضافة إلى الإعداد والمعرفة اللازمة لتجاوز اختبار الشهادة العالمية (CompTIA Security + Certification).,", التمييز بين أقسام مجال أمن المعلومات ومعرفة المهارات اللازمة لكل قسم., الإلمام بالتحديات والتهديدات السيبرانية التي تشكل خطرًا على المنظومات., الوعي الشامل بخصوصية المعلومات والأساليب المتقدمة لحمايتها بناءً على المعايير الأمنية.",الرياض,أسبوعان,06:00 م - 09:00 م,2024-02-04,2024-02-15,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/X4ExoPzo/view
مركز العمليات الأمنية L1,برنامج,يهدف البرنامج إلى التعرف على كيفية التخصص في الفرز، وقضاء جزء كبير من الوقت في تشغيل أو مراقبة سجلات الأحداث والتنبيهات.,", أطر الدفاع السيبراني , استخبارات التهديدات السيبرانية, أمن الشبكات وتحليل حركة المرور",عن بعد,3 أسابيع,06:00 م - 10:00 م,2024-02-04,2024-02-22,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/VgMYQMd1/view
أساسيات تصميم تجربة وواجهة المستخدم,برنامج,يهدف البرنامج إلى تطبيقات وممارسات المنهجيات العلمية الخاصة بمجال تجربة العميل UX/UI، كما يتضمن البرنامج بعض الشروحات النظرية، وفهم وتطبيق أساسيات تصميم تجربة العميل.,", أهمية النماذج الأولية في التصميم , فهم التصميم التفاعلي وتطبيقه, بناء وثيقة تشمل أهداف المستخدم، رحلة المستخدم و والتصميم الأولي",الرياض,أسبوع واحد,06:00 م - 08:00 م,2024-02-04,2024-02-08,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/wvp8Xpz1/view
مهارات تقنية المعلومات,برنامج,يهدف البرنامج لإكساب المتدرب المهارات الأساسية للعمل في مجال تقنية المعلومات,", تمكين المتدرب من إتقان أساسيات مهارات عديدة في مجال تقنية المعلومات, زيادة فرصة التوظيف للمتدرب في مجال تقنية المعلومات, تمكين المتدرب من سرعة التنفيذ العملي",الرياض,أسبوع واحد,06:00 م - 09:00 م,2024-02-04,2024-02-08,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/EGWB7V61/view
دور التحليل وهيكلة البيانات في تحسين تجربة العميل,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", مفهوم البيانات في تجربة العملاء, معالجة البيانات في الوقت الفعلي للاستجابات في الوقت المناسب, هندسة البيانات الفعالة, ضمان أمن وخصوصية البيانات, جلسة أسئلة وأجوبة, الاتجاهات والابتكارات المستقبلية",الرياض,يوم واحد,07:00 م - 08:00 م,2024-02-07,2024-02-07,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/MDQGYrG8/view
تطوير مواقع الويب باستخدام لغة Java,معسكر,يهدف معسكر تطوير تطبيقات الويب باستخدام Java إلى تمكين المتدربين من تعلم لغة Java بمستواها الأول والثاني ثم استخدامها لبناء تطبيقات ويب متقدمة تحت إطار عمل Spring Boot، وحمايتها وربطها بقاعدة بيانات خاصة فيها. ,", التعرف على لغة Java ومزاياها وتطبيقاتها., التعرف على إطار عمل Spring Boot وتحميل الأدوات الأساسية لبناء برنامج وتطبيقه., القدرة على بناء وحدات Spring Boot وتحميل المكتبات. , القدرة على بناء قاعدة بيانات وربطها مع الخادم., القدرة على حماية الخادم باستخدام Spring Security. , القدرة على اختبار أداء الخادم باستخدام  Unit Testing., القدرة على بناء تطبيقات ويب متقدمة محمية ومرتبطة بقاعدة بيانات خاصة.",الرياض,13 أسابيع,10:00 ص - 03:00 م,2024-02-11,2024-05-09,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالمعسكر؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/pB7WYO4V/view
إنشاء تطبيقات الويب بواسطة إطار العمل Django,برنامج,يهدف البرنامج إلى فهم وإنشاء تطبيقات الويب بواسطة Django، وكيفية الاتصال بقواعد البيانات وإنشاء عمليات المصادقة، والتعرف على كيفية إنشاء واجهة برمجة التطبيقات Rest Full API وإجراء عملية deployment.,", التعرف على أطار العمل Django الذي يعتبر من أقوى وأسرع وأسهل أطر العمل , الإستفادة من مكتبات Django التي تستطيع من خلالها إنجاز أصعب العمليات بكل سهولة , التعرف على كيفية الإتصال بقواعد البيانات  وإجراء عمليات Curd , التعرف على فهم كيفية إنشاء عمليات المصادقة والتخزين المؤقت وإجراء عمليات التوثيق ,  التدريب على إنشاء مشروع e-commerce,  التدريب على إجراء deployment ونشر المشروع",عن بعد,4 أسابيع,06:00 م - 09:00 م,2024-02-11,2024-03-07,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/NX4zb4V8/view
المراقبة السيبرانية للمبتدئين ,برنامج,يهدف البرنامج إلى التعرف على كيفية مراقبة كل ما يحصل من سجلات النظام في عمليات الأمن السيبراني، والتعرف على طرق الاستجابة للحوادث السيبرانية.,", معرفة المراقبة السيبرانية, معرفة Network ومشتقاته, معرفة Security controls, معرفة SIEM, معرفة التنبيهات الأمنية وطريقة تحليلها باستخدام SIEM, معرفة عامة عن Yara rule  ",الرياض,أسبوع واحد,06:00 م - 09:00 م,2024-02-11,2024-02-15,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/JEYKLrnL/view
تقنية Blockchain والتطبيقات اللامركزية,برنامج,يهدف البرنامج للتعرف على أساسيات تقنية Blockchain من خلال تطبيقات فعلية وعملية، بالإضافة إلى معرفة كيفية بناء العقود الذكية والتطبيقات اللامركزية.,", الإلمام والمعرفة اللازمة بتقنية Blockchain., التعرف على تاريخ تقنية Blockchain., القدرة على فهم المصطلحات في مجال Blockchain.  , القدرة على بناء التطبيقات اللامركزية على Blockchain. ",الرياض,أسبوعان,07:00 م - 10:00 م,2024-02-11,2024-02-22,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/DEL50Pog/view
الانتقال من نظام الخدمات المصغّرة (Micro-Services) إلى منهجيّة (Monolithic) أفضل,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", Micro-Services و  Monolithic Architecture مقدمة عن, Micro-services تقنيات اشتهرت مع الخدمات المصغّرة  , Micro-services و Monolithic Architecture التحديات في, Monolithic Architecture أهم طرق تحسين, أبرز الأساسيات التي يجب عدم إهمالها.",الرياض,يوم واحد,07:00 م - 08:00 م,2024-02-14,2024-02-14,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/kO2yjQlx/view
مهارات تقنيات الميتافيرس,معسكر,يهدف المعسكر إلى تطوير الكوادر الوطنية في مجال برمجة وتصميم وتطوير العالم الافتراضي المعزز باستخدام تقنيات الميتافيرس.,", يصبح المتعلم مطور تجارب XR, يستطيع المتعلم اختيار المجال المناسب له في تطوير الميتافيرس, يصبح المتعلم جاهز للانخراط في سوق العمل في هذا المجال",الرياض,4 أسابيع,11:00 ص - 03:00 م,2024-02-18,2024-03-14,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/lBzJpG0w/view
المهارات في برنامج Excel للمبتدئين,برنامج,يعد برنامج Excel واحداً من أهم البرامج ضمن مجموعة Microsoft Office، حيث يتعامل برنامج Excel مع كمية مهولة من البيانات المدخلة، وتكمن مهمتنا في استخراج البيانات بالمعادلات الحسابية والمنطقية، وعرضها بصورة مبسطة على شكل جداول بيانية.,", تنظيم البيانات وإنشائها في جداول بيانية. , استخدام دالتي (Vlookup , IF) في تنظيم البيانات والمساعدة في عرضها. , معرفة استخدامات Pivot table وطريقة تصنيفها وعرضها بشكل مبسط.",الرياض,أسبوع واحد,06:00 م - 09:00 م,2024-02-18,2024-02-22,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/oQR7ORP5/view
ذكاء الأعمال وتصوير البيانات (عملي),برنامج,يهدف البرنامج إلى التعرف على طرق استكشاف وتحليل البيانات ودراستها واستخراج الإحصائيات والبيانات وعرضها بطرق يسهل فهمها، بالإضافة إلى استخدام أدوات ذكاء الأعمال لتصوير البيانات وبناء لوحة معلومات تدعم اتخاذ القرار، من خلال مجموعة من التحليلات والتقنيات والعمليات التي تحول البيانات الخام إلى معلومات ذات مغزى تحسن من إجراءات عمل، ودعم اتخاذ القرار.,", تغطية أحدث تقنيات تصوير البيانات وذكاء الأعمال., التركيز على التحديات العملية التي تنطوي على بيانات من العالم الحقيقي., التعرف على مفاهيم تصوير البيانات وكيفية بناء لوحة معلومات باستخدام أدوات ذكاء الأعمال., التطبيق العملي.",الرياض,أسبوعان,06:30 م - 09:30 م,2024-02-18,2024-02-29,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/E0QXqxPO/view
تحسين تجربة المستخدم في التصميم باستخدام Figma,لقاء,لقاءات دورية في أبرز المجالات والتخصصات، من تقديم خبراء ومتخصصين وبالتعاون مع جهات رائدة ومتقدمة.,", التعرف على أداة Figma., أبرز مميزات وخصائص أداة Figma., أهم الأدوات لتجربة مستخدم ممتازة., أساسيات ومبادئ تجربة المستخدم., أمثلة تطبيقية لتجربة المستخدم في التصميم., وقت للنقاش مع الحضور والإجابة على الاستفسارات.",الرياض,يوم واحد,07:00 م - 08:00 م,2024-02-21,2024-02-21,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الوياض, نعم",https://tuwaiq.edu.sa/bootcamp/gvrw5QV3/view
إدارة عمليات الحوسبة السحابية,معسكر,معسكر تدريبي يهدف إلى المساهمة في إكساب المتدرب الفهم الشامل لمختلف الخدمات السحابية المقدمة من امازون، وتصميم حلول سحابية متماسكة تتميز بالأداء والمرونة والمتانة العالية، كما يركز المعسكر على إكساب المتدربين مهارات أتمتة وإدارة ومراقبة التطبيقات والشبكات والأنظمة وتحسينها، والتعرف على كيفية تنفيذ حوكمة المؤسسة وضوابطها.,", فهم عميق لمنصة AWS  وأدواتها وخدماتها.,  رفع الكفاءة في مجالات تنفيذ وتشغيل الأنظمة., فهم عميق لأتمتة أنظمة AWS وخدماتها., إعداد المتدرب للعمل في أي جهة كمُشغل أنظمة.",الرياض,5 أسابيع,10:00 ص - 03:00 م,2024-02-25,2024-03-28,كبار,", أين سيقام المعسكر؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/vQzNnz7Z/view
هندسة الحلول السحابية,معسكر,معسكر تدريبي متخصص في إكساب المتدرب الفهم الشامل لمختلف الخدمات المقدمة من أمازون، تصميم حلول سحابية متماسكة تتميز بالأداء والمتانة العالية وذلك من خلال التعلم القائم على تطبيق هذه الحلول مباشرة على بيئات العمل الحقيقية، كما يركز المعسكر على المهارات التقنية المهمة في مختلف المجالات الحيوية كا الشبكات، أنظمة التشغيل، أجهزة التخزين، أمن المعلومات، وقواعد البيانات.,", رفع الكفاءة في المجالات الناشئة., فهم أساسيات الحوسبة السحابية وخدمات الانتقال إلى البيئة السحابية., تصميم حلول سحابية تتوافق مع أفضل الممارسات., تمكين المتدرب للعمل كمهندس حوسبة سحابية., التعرف على الأدوار الرئيسية المطلوبة في سوق العمل والشروط والمهارات المطلوبة لكل دور., تلبية احتياجات السوق المتزايدة لمهندسي الحلول سحابية.",الرياض,5 أسابيع,04:00 م - 09:00 م,2024-02-25,2024-03-28,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم",https://tuwaiq.edu.sa/bootcamp/73DyMDg5/view
مقدمة في الأمن السيبراني للحوسبة السحابية,برنامج,يهدف هذا البرنامج التدريبي المكثف لمدة خمسة أيام إلى تزويد المشاركين بفهم متعمق لمبادئ الأمن السيبراني في إطار الحوسبة السحابية. يتناول البرنامج موضوعات مثل البنية التحتية للسحابة، أمن الشبكات والبنى التحتية السحابية، وكذلك تأمين التطبيقات وعمليات السحابة. سيشمل البرنامج مختبرات عملية تدريجية تعزز المفاهيم النظرية من خلال التطبيق العملي، مما يمكّن المشاركين من تطوير مهارات عملية في مجال أمن الحوسبة السحابية.,", تزويد المشاركين بفهم واضح للمفاهيم الأساسية والتحديات الرئيسية في أمن الحوسبة السحابية., تطوير القدرة على تحليل وتطبيق إجراءات الأمان السيبراني في بيئات الحوسبة السحابية., إكساب المشاركين مهارات عملية في تأمين البنى التحتية للسحابة، الشبكات، والتطبيقات السحابية.",الرياض,أسبوع واحد,05:30 م - 08:30 م,2024-02-25,2024-02-29,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟, هل يجب أن تكون لدي خلفية تقنية للتقديم على البرنامج؟",", في مقر الأكاديمية بمدينة الرياض, نعم, نعم، يجب أن يكون المتقدم حاصل على شهادة البكالوريوس بتخصص تقني.",https://tuwaiq.edu.sa/bootcamp/M6DKQP13/view
Cybersecurity architecture  معمارية الأمن السيبراني,برنامج,في هذا البرنامج ستتعلم المبادئ الأساسية لمعمارية الأمن السيبراني (Cybersecurity Architecture) حيث تم تصميم هذه البرنامج التدريبي لتغطية جميع الجوانب الأساسية لمعمارية الأمن السيبراني مما يضمن حصولك على فهم قوي لمبادئها وأدوارها وأدواتها، وتطبيق المعرفة المكتسبة لتحسين البنية التقنية مما يضمن تعزيز وتحسين مستوى الامن السيبراني بالمنظمة. ,", التعرف على الأدوار والأدوات المستخدمة في معمارية الأمن السيبراني بالمنظمات. , تحليل وتقييم بنية الأمن السيبراني لأنظمة الكمبيوتر والشبكات من أجل حمايتهم من التهديدات السيبرانية., تحديد وشرح المكونات الرئيسية لمعمارية الأمن السيبراني., تحليل نقاط القوة والضعف في نماذج معمارية الأمن السيبراني المختلفة., فهم الجوانب الرئيسية للاستجابة للحوادث السيبرانية.  , تقييم فعالية تدابير الأمن السيبراني في منع التهديدات السيبرانية والتخفيف من حدتها., تطبيق المعرفة المكتسبة ببنية الأمن السيبراني على اقتراح تحسينات لتعزيز أمان البنية التحتية.",عن بعد,أسبوع واحد,06:00 م - 09:00 م,2024-02-25,2024-02-29,كبار,", أين سيقام البرنامج؟, هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟",", عن بعد, لا",https://tuwaiq.edu.sa/bootcamp/3aLGN0KR/view
SharePoint,برنامج,"يهدف البرنامج للتعرف على أساسيات إدارة وتخصيص SharePoint في ""Introduction to SharePoint""، والتعرف على مفاهيم SharePoint وكيفية إعداد المواقع والمكتبات وتخصيص الصفحات وإدارة المواقع وإدارة الصلاحيات.",", فهم أساسيات SharePoint: تزويد المشاركين بفهم شامل لمفهوم SharePoint وأهميته، بما في ذلك الاختلافات بين SharePoint Online و On-Premises., إتقان إدارة المواقع والمكتبات: تمكين المشاركين من إنشاء وإدارة المواقع والمكتبات في SharePoint، بما في ذلك تكوين الأمان والصلاحيات., استخدام ميزات البحث والاستكشاف: تزويد المشاركين بالمهارات اللازمة للبحث عن المعلومات واستخدام ميزات البحث والاستكشاف بفعالية في SharePoint., تخصيص واستخدام التطبيقات الإضافية: تمكين المشاركين من تخصيص المواقع والصفحات واستخدام التطبيقات الإضافية لتلبية احتياجات المنظمات.",الرياض,أسبوع واحد,06:30 م - 09:30 م,2024-02-25,2024-02-29,كبار,", هل يتوجب علي الحضور لمدينة الرياض للإلتحاق بالبرنامج؟, أين سيقام البرنامج؟, هل يجب أن تكون لدي خلفية تقنية للتقديم على البرنامج؟",", نعم, في مقر الأكاديمية بمدينة الرياض, نعم، يجب أن يكون المتقدم حاصل على شهادة البكالوريوس بتخصص تقني.",https://tuwaiq.edu.sa/bootcamp/kyGPqnYz/view
